student_id,project_title,professor_id,finish_year,abstract,total_pages,passed
6224650020,การพัฒนาระบบแนะนำสินค้าอัจฉริยะสำหรับร้านค้าปลีก,2845601002,2566,พัฒนาระบบแนะนำสินค้าที่เหมาะสมกับความต้องการของลูกค้าแต่ละคน โดยใช้เทคนิคการวิเคราะห์ข้อมูล Machine Learning ช่วยเพิ่มยอดขาย ลดต้นทุนสินค้าคงคลัง และสร้างประสบการณ์การช้อปปิ้งที่ดีให้กับลูกค้า,45,true
6224650021,การวิเคราะห์การจราจรบนท้องถนนแบบเรียลไทม์ด้วย Machine Learning,2845601003,2566,วิเคราะห์ข้อมูลสภาพการจราจรแบบเรียลไทม์ โดยใช้ Machine Learning แจ้งเตือนผู้ใช้ถนนเกี่ยวกับสภาพการจราจรที่ติดขัด เส้นทางเลี่ยง และช่วยให้ผู้ใช้ถนนวางแผนการเดินทางได้อย่างมีประสิทธิภาพ,38,true
6224650022,การพัฒนาระบบตรวจจับมัลแวร์ด้วย Machine Learning,2845601004,2566,พัฒนาระบบตรวจจับมัลแวร์ในระบบคอมพิวเตอร์ โดยใช้เทคนิค Machine Learning ป้องกันระบบคอมพิวเตอร์จากภัยคุกคามทางไซเบอร์ รักษาความปลอดภัยข้อมูล และป้องกันความเสียหายทางการเงิน,80,true
6224650023,การวิเคราะห์ความคิดเห็นของลูกค้าบนโซเชียลมีเดีย,2845601005,2566,วิเคราะห์รีวิว คะแนน และความคิดเห็นของลูกค้าบนโซเชียลมีเดีย แพลตฟอร์มออนไลน์ เพื่อระบุจุดแข็ง จุดอ่อน และโอกาสในการพัฒนาสินค้าและบริการ ช่วยให้ธุรกิจเข้าใจความต้องการของลูกค้าได้ดีขึ้น,42,true
6224650024,การพัฒนาระบบแนะนำสินค้าสำหรับธุรกิจ B2B,2845601006,2566,พัฒนาระบบแนะนำสินค้าที่เหมาะสมกับความต้องการของลูกค้าธุรกิจ โดยใช้เทคนิคการวิเคราะห์ข้อมูล Machine Learning ช่วยเพิ่มยอดขาย ลดต้นทุนสินค้าคงคลัง และสร้างความสัมพันธ์ที่ดีกับลูกค้าธุรกิจ,47,true
6224650025,การวิเคราะห์ Customer Churn ด้วย Machine Learning,2845601001,2566,วิเคราะห์พฤติกรรมของลูกค้าที่มีแนวโน้มเลิกใช้บริการ โดยใช้ Machine Learning ระบุปัจจัยเสี่ยง พัฒนากลยุทธ์รักษาฐานลูกค้า ลดอัตราการสูญเสียลูกค้า และเพิ่มรายได้,55,true
6224650026,การพัฒนาระบบค้นหาข้อมูลอัจฉริยะ,2845601002,2566,พัฒนาระบบค้นหาข้อมูลที่เข้าใจภาษาธรรมชาติ โดยใช้เทคนิค Machine Learning Deep Learning ช่วยให้ผู้ใช้ค้นหาข้อมูลได้อย่างรวดเร็ว แม่นยำ ตอบสนองความต้องการ และเพิ่มประสิทธิภาพการทำงาน,68,true
6224650027,การวิเคราะห์ความเสี่ยงของโรคหัวใจด้วย Deep Learning,2845601003,2566,วิเคราะห์ข้อมูลทางการแพทย์ รูปภาพทางการแพทย์ และปัจจัยเสี่ยงต่างๆ โดยใช้ Deep Learning ประเมินความเสี่ยงของการเกิดโรคหัวใจ ช่วยแพทย์ในการวินิจฉัย ป้องกัน และรักษาโรคได้อย่างมีประสิทธิภาพ,72,true
6224650028,การพัฒนาระบบตรวจจับการฉ้อโกงประกันด้วย Machine Learning,2845601004,2566,พัฒนาระบบตรวจจับการฉ้อโกงประกัน โดยใช้เทคนิค Machine Learning วิเคราะห์ข้อมูลกรมธรรม์ พฤติกรรมของผู้เอาประกัน และประวัติการเคลม ช่วยบริษัทประกันลดความเสี่ยงจากการฉ้อโกง และประหยัดค่าใช้จ่าย,40,true
6224650029,การวิเคราะห์การตลาดดิจิทัลด้วยเทคนิคการวิเคราะห์ข้อมูล,2845601005,2566,วิเคราะห์ข้อมูลการตลาดดิจิทัล เช่น ข้อมูลการเข้าชมเว็บไซต์ โฆษณาทางโซเชียลมีเดีย และการแปลงเป็นลูกค้า โดยใช้เทคนิคการวิเคราะห์ข้อมูล วัดผลประสิทธิภาพกลยุทธ์การตลาดดิจิทัล ปรับปรุงแคมเปญ และเพิ่มผลตอบแทนจากการลงทุน,58,true
6224650030,การพัฒนาระบบแนะนำอาหารอัจฉริยะ,2845601006,2566,พัฒนาระบบแนะนำอาหารที่เหมาะสมกับความต้องการของผู้ใช้ โดยใช้เทคนิคการวิเคราะห์ข้อมูล ประวัติการสั่งอาหาร ความชอบส่วนตัว และข้อมูลทางโภชนาการ ช่วยให้ผู้ใช้เลือกทานอาหารได้อย่างมีสุขภาพดี สะดวก และตรงใจ,35,true
6224650031,การวิเคราะห์การลงทุนในหุ้นด้วย Machine Learning,2845601003,2566,วิเคราะห์ข้อมูลตลาดหุ้น ปัจจัยทางเศรษฐกิจ และข่าวสาร โดยใช้ Machine Learning คัดเลือกหุ้นที่มีศักยภาพ ลงทุนอย่างมีประสิทธิภาพ และเพิ่มโอกาสในการทำกำไร,82,true
6224650032,การวิเคราะห์การจราจรบนท้องถนนแบบเรียลไทม์ด้วย Machine Learning และ IoT,2845601004,2566,วิเคราะห์ข้อมูลสภาพการจราจรแบบเรียลไทม์ โดยใช้ Machine Learning และ IoT แจ้งเตือนผู้ใช้ถนนเกี่ยวกับสภาพการจราจรที่ติดขัด เส้นทางเลี่ยง และช่วยให้ผู้ใช้ถนนวางแผนการเดินทางได้อย่างมีประสิทธิภาพ,56,true
6224650033,การวิเคราะห์ Customer Lifetime Value ด้วย Machine Learning,2845601005,2566,วิเคราะห์มูลค่าตลอดชีพของลูกค้า โดยใช้ Machine Learning ระบุกลุ่มลูกค้าที่มีศักยภาพ พัฒนากลยุทธ์รักษาฐานลูกค้า เพิ่มยอดขาย และสร้างผลกำไรระยะยาว,62,true
6224650034,การพัฒนาระบบจดจำใบหน้าด้วย Deep Learning,2845601006,2566,พัฒนาระบบจดจำใบหน้าที่แม่นยำและรวดเร็ว โดยใช้เทคนิค Deep Learning ช่วยเพิ่มความปลอดภัย ยืนยันตัวตน และประยุกต์ใช้ในระบบต่างๆ เช่น ระบบรักษาความปลอดภัย ระบบควบคุมการเข้าออก และระบบจดจำใบหน้าในกล้องวงจรปิด,55,true
6224650035,การวิเคราะห์ความเสี่ยงของโรคมะเร็งด้วย Machine Learning,2845601006,2566,วิเคราะห์ข้อมูลทางการแพทย์ รูปภาพทางการแพทย์ และปัจจัยเสี่ยงต่างๆ โดยใช้ Machine Learning ประเมินความเสี่ยงของการเกิดโรคมะเร็ง ช่วยแพทย์ในการวินิจฉัย ป้องกัน และรักษาโรคได้อย่างมีประสิทธิภาพ,78,true
6224650036,การพัฒนาระบบตรวจจับการฟอกเงินด้วย Machine Learning,2845601003,2566,พัฒนาระบบตรวจจับการฟอกเงิน โดยใช้เทคนิค Machine Learning วิเคราะห์ธุรกรรมทางการเงิน พฤติกรรมของบุคคล และข้อมูลอื่นๆ ที่เกี่ยวข้อง ช่วยหน่วยงานภาครัฐป้องกันและปราบปรามการฟอกเงิน,48,true
6224650037,การวิเคราะห์ความพึงพอใจของลูกค้าด้วยเทคนิคการวิเคราะห์ข้อมูล,2845601004,2566,วิเคราะห์ข้อมูลความพึงพอใจของลูกค้าจากแบบสอบถาม รีวิว และช่องทางอื่นๆ โดยใช้เทคนิคการวิเคราะห์ข้อมูล ระบุจุดแข็ง จุดอ่อน และโอกาสในการพัฒนาสินค้าและบริการ ช่วยให้ธุรกิจเข้าใจความต้องการของลูกค้าได้ดีขึ้น,53,true
6224650038,การพัฒนาระบบแนะนำสินค้าสำหรับร้านค้าออนไลน์,2845601005,2566,พัฒนาระบบแนะนำสินค้าที่เหมาะสมกับความต้องการของลูกค้าแต่ละคน โดยใช้เทคนิคการวิเคราะห์ข้อมูล Machine Learning ช่วยเพิ่มยอดขาย ลดต้นทุนสินค้าคงคลัง และสร้างประสบการณ์การช้อปปิ้งที่ดีให้กับลูกค้า,42,true
6224650039,การวิเคราะห์สภาพอากาศด้วย Machine Learning,2845601006,2566,วิเคราะห์ข้อมูลสภาพอากาศ ดาวเทียม และปัจจัยทางธรรมชาติอื่นๆ โดยใช้ Machine Learning คาดการณ์สภาพอากาศ แจ้งเตือนภัยพิบัติทางธรรมชาติ และช่วยวางแผนรับมือกับภัยพิบัติได้อย่างมีประสิทธิภาพ,67,true
6224650040,การพัฒนาระบบตรวจจับมัลแวร์ด้วย Machine Learning และ Deep Learning,2845601006,2566,พัฒนาระบบตรวจจับมัลแวร์ในระบบคอมพิวเตอร์ โดยใช้เทคนิค Machine Learning Deep Learning ป้องกันระบบคอมพิวเตอร์จากภัยคุกคามทางไซเบอร์ รักษาความปลอดภัยข้อมูล และป้องกันความเสียหายทางการเงิน,85,true
6324650001,วิเคราะห์ความเสี่ยงสินเชื่อยานยนต์ด้วยโมเดล Machine Learning,2845601006,2567,โครงการนี้มุ่งเน้นไปที่การใช้โมเดล Machine Learning วิเคราะห์ข้อมูลลูกค้า ประวัติการชำระหนี้ เพื่อประเมินความเสี่ยงสินเชื่อยานยนต์ ช่วยให้ธนาคารตัดสินใจอนุมัติสินเชื่อได้อย่างมีประสิทธิภาพ ลดความเสี่ยงหนี้เสีย,50,true
6324650002,ระบบแนะนำสินค้าอัจฉริยะด้วยเทคนิคการวิเคราะห์ข้อมูล,2845601001,2567,พัฒนาระบบแนะนำสินค้าที่เหมาะสมกับความต้องการลูกค้าแต่ละคน โดยใช้เทคนิคการวิเคราะห์ข้อมูล Machine Learning ช่วยเพิ่มโอกาสในการขาย สร้างประสบการณ์ที่ดีให้กับลูกค้า,60,true
6324650003,วิเคราะห์ความคิดเห็นของลูกค้าบนโซเชียลมีเดีย,2845601001,2567,วิเคราะห์รีวิว คะแนน และความคิดเห็นของลูกค้าบนโซเชียลมีเดีย แพลตฟอร์มออนไลน์ เพื่อระบุจุดแข็ง จุดอ่อน และโอกาสในการพัฒนาสินค้าและบริการ ช่วยให้ธุรกิจเข้าใจความต้องการของลูกค้าได้ดีขึ้น,45,true
6324650004,ระบบตรวจจับการฉ้อโกงธุรกรรมออนไลน์ด้วยเทคนิค Machine Learning,2845601001,2567,พัฒนาระบบตรวจจับธุรกรรมที่ผิดปกติ หรือมีแนวโน้มเป็นการฉ้อโกง โดยใช้เทคนิค Machine Learning ช่วยป้องกันความเสียหายทางการเงินให้กับธุรกิจ,50,true
6324650006,การวิเคราะห์สภาพการจราจรและแนะนำเส้นทางแบบเรียลไทม์,2845601005,2567,โครงการนี้มุ่งเน้นไปที่การวิเคราะห์ข้อมูลสภาพการจราจรแบบเรียลไทม์ เพื่อพัฒนาระบบแนะนำเส้นทางที่เหมาะสม ช่วยลดระยะเวลาการเดินทาง ประหยัดน้ำมัน และลดมลพิษ,42,true
6324650007,การประเมินความเสี่ยงของโรคหัวใจจากข้อมูลทางคลินิก,2845601006,2567,โครงการนี้มุ่งเน้นไปที่การใช้เทคนิคการเรียนรู้ของเครื่อง (Machine Learning) วิเคราะห์ข้อมูลทางคลินิกของผู้ป่วย เพื่อประเมินความเสี่ยงของการเกิดโรคหัวใจ ช่วยแพทย์ในการวินิจฉัย ป้องกัน และรักษาโรคได้อย่างทันท่วงที,65,true
6324650008,พัฒนา Chatbot อัจฉริยะสำหรับบริการลูกค้า,2845601001,2567,พัฒนา Chatbot ที่ใช้เทคนิค Natural Language Processing (NLP) เพื่อตอบคำถาม ให้ข้อมูล แก้ไขปัญหา และช่วยเหลือลูกค้า ช่วยเพิ่มประสิทธิภาพการบริการลูกค้า ลดต้นทุน และสร้างความพึงพอใจให้กับ,62,true
6324650009,การวิเคราะห์ความเสี่ยงของสินเชื่อยานยนต์ด้วย Deep Learning,2845601002,2567,วิเคราะห์ข้อมูลลูกค้า ประวัติการชำระหนี้ และปัจจัยทางการเงินอื่นๆ โดยใช้ Deep Learning ประเมินความเสี่ยงของสินเชื่อยานยนต์ ช่วยให้ธนาคารตัดสินใจอนุมัติสินเชื่อได้อย่างมีประสิทธิภาพ ลดความเสี่ยงหนี้เสีย,52,true
6324650010,การคาดการณ์ราคาหุ้นด้วยโมเดล Deep Learning,2845601003,2567,โครงการนี้มุ่งเน้นไปที่การพัฒนาระบบคาดการณ์ราคาหุ้นโดยใช้โมเดล Deep Learning วิเคราะห์ข้อมูลตลาดหุ้น ปัจจัยทางเศรษฐกิจ และข่าวสาร ช่วยนักลงทุนตัดสินใจลงทุนได้อย่างมีประสิทธิภาพ ลดความเสี่ยง และเพิ่มโอกาสในการทำกำไร,85,true
6324650011,การวิเคราะห์การแพร่ระบาดของ COVID-19 ด้วยโมเดล Agent-Based Modeling,2845601004,2567,พัฒนาระบบจำลองการแพร่ระบาดของ COVID-19 โดยใช้โมเดล Agent-Based Modeling วิเคราะห์พฤติกรรมของประชาชน การควบคุมโรค และประสิทธิภาพของมาตรการต่างๆ ช่วยหน่วยงานด้านสาธารณสุขวางแผนป้องกันและควบคุมโรคได้อย่างมีประสิทธิภาพ,60,true
6324650012,การพัฒนา Chatbot อัจฉริยะสำหรับการศึกษา,2845601005,2567,พัฒนา Chatbot ที่ใช้เทคนิค Natural Language Processing (NLP) ตอบคำถาม ให้ข้อมูล แนะนำแนวทางการเรียน แก้ไขปัญหา และช่วยเหลือนักเรียน ช่วยให้นักเรียนเข้าถึงข้อมูลและการสนับสนุนด้านการศึกษาได้ง่าย สะดวก และมีประสิทธิภาพ,55,true
6324650013,การพัฒนาระบบแปลภาษาอัตโนมัติ,2845601006,2567,พัฒนาระบบแปลภาษาอัตโนมัติที่รองรับภาษาต่างๆ ทั่วโลก โดยใช้เทคนิค Machine Learning Deep Learning ช่วยผู้ใช้งานสื่อสารเข้าใจกันได้ง่าย ข้ามพรมแดนภาษา และเพิ่มโอกาสทางธุรกิจ,80,true
6324650014,การพัฒนาระบบแนะนำเพลงอัจฉริยะ,2845601001,2567,พัฒนาระบบแนะนำเพลงที่เหมาะสมกับความชอบของผู้ฟัง โดยใช้เทคนิคการวิเคราะห์ข้อมูล เพลงที่ฟังประวัติการฟัง และความนิยม ช่วยให้ผู้ฟังค้นพบเพลงใหม่ๆ ที่ตรงกับรสนิยม เพิ่มประสบการณ์การฟังเพลงที่ดี,48,true
6324650015,การวิเคราะห์ความเสี่ยงของภัยพิบัติทางธรรมชาติด้วย Machine Learning,2845601002,2567,วิเคราะห์ข้อมูลสภาพอากาศ สภาพภูมิประเทศ และประวัติภัยพิบัติ โดยใช้ Machine Learning ช่วยคาดการณ์ความเสี่ยงของภัยพิบัติทางธรรมชาติ เช่น น้ำท่วม พายุ ภัยแล้ง ช่วยหน่วยงานภาครัฐเตรียมรับมือและลดความเสียหายได้อย่างมีประสิทธิภาพ,65,true
6324650016,การพัฒนาระบบตรวจจับข่าวปลอมด้วย Natural Language Processing,2845601002,2567,พัฒนาระบบตรวจจับข่าวปลอมบนโซเชียลมีเดีย โดยใช้เทคนิค Natural Language Processing วิเคราะห์เนื้อหา รูปแบบการเขียน และแหล่งที่มาของข้อมูล ช่วยผู้ใช้โซเชียลมีเดียเข้าถึงข้อมูลข่าวสารที่ถูกต้อง ลดการแพร่กระจายข่าว,81,true
6324650017,การวิเคราะห์ Customer Journey ด้วยเทคนิคการวิเคราะห์ข้อมูล,2845601002,2567,วิเคราะห์พฤติกรรมของลูกค้าตั้งแต่เริ่มรู้จักสินค้าจนตัดสินใจซื้อ โดยใช้เทคนิคการวิเคราะห์ข้อมูล ระบุจุดอ่อน ปรับปรุงกลยุทธ์การตลาด เพิ่มโอกาสในการขาย และสร้างความพึงพอใจให้กับลูกค้า,50,true
6324650018,การพัฒนาระบบแปลภาษาอัจฉริยะ,2845601005,2567,พัฒนาระบบแปลภาษาที่รองรับภาษาต่างๆ ทั่วโลก โดยใช้เทคนิค Machine Learning Deep Learning ช่วยผู้ใช้งานสื่อสารเข้าใจกันได้ง่าย ข้ามพรมแดนภาษา และเพิ่มโอกาสทางธุรกิจ,75,true
6324650019,การวิเคราะห์ความเสี่ยงของสินเชื่อด้วย Machine Learning,2845601006,2567,วิเคราะห์ข้อมูลลูกค้า ประวัติการชำระหนี้ และปัจจัยทางการเงินอื่นๆ โดยใช้ Machine Learning ประเมินความเสี่ยงของสินเชื่อ ช่วยให้ธนาคารตัดสินใจอนุมัติสินเชื่อได้อย่างมีประสิทธิภาพ ลดความเสี่ยงหนี้เสีย,60,true
6324650020,การพัฒนาระบบแนะนำสินค้าอัจฉริยะสำหรับร้านค้าปลีก,2845601006,2567,พัฒนาระบบแนะนำสินค้าที่เหมาะสมกับความต้องการของลูกค้าแต่ละคน โดยใช้เทคนิคการวิเคราะห์ข้อมูล Machine Learning ช่วยเพิ่มยอดขาย ลดต้นทุนสินค้าคงคลัง และสร้างประสบการณ์การช้อปปิ้งที่ดีให้กับลูกค้า,45,true
6324650021,การวิเคราะห์การจราจรบนท้องถนนแบบเรียลไทม์ด้วย Machine Learning,2845601001,2567,วิเคราะห์ข้อมูลสภาพการจราจรแบบเรียลไทม์ โดยใช้ Machine Learning แจ้งเตือนผู้ใช้ถนนเกี่ยวกับสภาพการจราจรที่ติดขัด เส้นทางเลี่ยง และช่วยให้ผู้ใช้ถนนวางแผนการเดินทางได้อย่างมีประสิทธิภาพ,38,true
6324650022,การพัฒนาระบบตรวจจับมัลแวร์ด้วย Machine Learning,2845601002,2567,พัฒนาระบบตรวจจับมัลแวร์ในระบบคอมพิวเตอร์ โดยใช้เทคนิค Machine Learning ป้องกันระบบคอมพิวเตอร์จากภัยคุกคามทางไซเบอร์ รักษาความปลอดภัยข้อมูล และป้องกันความเสียหายทางการเงิน,80,true
6324650023,การวิเคราะห์ความคิดเห็นของลูกค้าบนโซเชียลมีเดีย,2845601003,2567,วิเคราะห์รีวิว คะแนน และความคิดเห็นของลูกค้าบนโซเชียลมีเดีย แพลตฟอร์มออนไลน์ เพื่อระบุจุดแข็ง จุดอ่อน และโอกาสในการพัฒนาสินค้าและบริการ ช่วยให้ธุรกิจเข้าใจความต้องการของลูกค้าได้ดีขึ้น,42,true
6324650024,การพัฒนาระบบแนะนำสินค้าสำหรับธุรกิจ B2B,2845601004,2567,พัฒนาระบบแนะนำสินค้าที่เหมาะสมกับความต้องการของลูกค้าธุรกิจ โดยใช้เทคนิคการวิเคราะห์ข้อมูล Machine Learning ช่วยเพิ่มยอดขาย ลดต้นทุนสินค้าคงคลัง และสร้างความสัมพันธ์ที่ดีกับลูกค้าธุรกิจ,47,true
6324650025,การวิเคราะห์ Customer Churn ด้วย Machine Learning,2845601005,2567,วิเคราะห์พฤติกรรมของลูกค้าที่มีแนวโน้มเลิกใช้บริการ โดยใช้ Machine Learning ระบุปัจจัยเสี่ยง พัฒนากลยุทธ์รักษาฐานลูกค้า ลดอัตราการสูญเสียลูกค้า และเพิ่มรายได้,55,true
6324650026,การพัฒนาระบบค้นหาข้อมูลอัจฉริยะ,2845601006,2567,พัฒนาระบบค้นหาข้อมูลที่เข้าใจภาษาธรรมชาติ โดยใช้เทคนิค Machine Learning Deep Learning ช่วยให้ผู้ใช้ค้นหาข้อมูลได้อย่างรวดเร็ว แม่นยำ ตอบสนองความต้องการ และเพิ่มประสิทธิภาพการทำงาน,68,true
6324650027,การวิเคราะห์ความเสี่ยงของโรคหัวใจด้วย Deep Learning,2845601004,2567,วิเคราะห์ข้อมูลทางการแพทย์ รูปภาพทางการแพทย์ และปัจจัยเสี่ยงต่างๆ โดยใช้ Deep Learning ประเมินความเสี่ยงของการเกิดโรคหัวใจ ช่วยแพทย์ในการวินิจฉัย ป้องกัน และรักษาโรคได้อย่างมีประสิทธิภาพ,72,true
6324650028,การพัฒนาระบบตรวจจับการฉ้อโกงประกันด้วย Machine Learning,2845601004,2567,พัฒนาระบบตรวจจับการฉ้อโกงประกัน โดยใช้เทคนิค Machine Learning วิเคราะห์ข้อมูลกรมธรรม์ พฤติกรรมของผู้เอาประกัน และประวัติการเคลม ช่วยบริษัทประกันลดความเสี่ยงจากการฉ้อโกง และประหยัดค่าใช้จ่าย,40,true
6324650029,การวิเคราะห์การตลาดดิจิทัลด้วยเทคนิคการวิเคราะห์ข้อมูล,2845601001,2567,วิเคราะห์ข้อมูลการตลาดดิจิทัล เช่น ข้อมูลการเข้าชมเว็บไซต์ โฆษณาทางโซเชียลมีเดีย และการแปลงเป็นลูกค้า โดยใช้เทคนิคการวิเคราะห์ข้อมูล วัดผลประสิทธิภาพกลยุทธ์การตลาดดิจิทัล ปรับปรุงแคมเปญ และเพิ่มผลตอบแทนจากการลงทุน,58,true
6324650030,การพัฒนาระบบแนะนำอาหารอัจฉริยะ,2845601002,2567,พัฒนาระบบแนะนำอาหารที่เหมาะสมกับความต้องการของผู้ใช้ โดยใช้เทคนิคการวิเคราะห์ข้อมูล ประวัติการสั่งอาหาร ความชอบส่วนตัว และข้อมูลทางโภชนาการ ช่วยให้ผู้ใช้เลือกทานอาหารได้อย่างมีสุขภาพดี สะดวก และตรงใจ,35,true
6324650031,การวิเคราะห์การลงทุนในหุ้นด้วย Machine Learning,2845601002,2567,วิเคราะห์ข้อมูลตลาดหุ้น ปัจจัยทางเศรษฐกิจ และข่าวสาร โดยใช้ Machine Learning คัดเลือกหุ้นที่มีศักยภาพ ลงทุนอย่างมีประสิทธิภาพ และเพิ่มโอกาสในการทำกำไร,82,true
6324650032,การวิเคราะห์การจราจรบนท้องถนนแบบเรียลไทม์ด้วย Machine Learning และ IoT,2845601002,2567,วิเคราะห์ข้อมูลสภาพการจราจรแบบเรียลไทม์ โดยใช้ Machine Learning และ IoT แจ้งเตือนผู้ใช้ถนนเกี่ยวกับสภาพการจราจรที่ติดขัด เส้นทางเลี่ยง และช่วยให้ผู้ใช้ถนนวางแผนการเดินทางได้อย่างมีประสิทธิภาพ,56,true
6324650033,การวิเคราะห์ Customer Lifetime Value ด้วย Machine Learning,2845601005,2567,วิเคราะห์มูลค่าตลอดชีพของลูกค้า โดยใช้ Machine Learning ระบุกลุ่มลูกค้าที่มีศักยภาพ พัฒนากลยุทธ์รักษาฐานลูกค้า เพิ่มยอดขาย และสร้างผลกำไรระยะยาว,62,true
6324650034,การพัฒนาระบบจดจำใบหน้าด้วย Deep Learning,2845601005,2567,พัฒนาระบบจดจำใบหน้าที่แม่นยำและรวดเร็ว โดยใช้เทคนิค Deep Learning ช่วยเพิ่มความปลอดภัย ยืนยันตัวตน และประยุกต์ใช้ในระบบต่างๆ เช่น ระบบรักษาความปลอดภัย ระบบควบคุมการเข้าออก และระบบจดจำใบหน้าในกล้องวงจรปิด,55,true
6324650035,การวิเคราะห์ความเสี่ยงของโรคมะเร็งด้วย Machine Learning,2845601005,2567,วิเคราะห์ข้อมูลทางการแพทย์ รูปภาพทางการแพทย์ และปัจจัยเสี่ยงต่างๆ โดยใช้ Machine Learning ประเมินความเสี่ยงของการเกิดโรคมะเร็ง ช่วยแพทย์ในการวินิจฉัย ป้องกัน และรักษาโรคได้อย่างมีประสิทธิภาพ,78,true
6324650036,การพัฒนาระบบตรวจจับการฟอกเงินด้วย Machine Learning,2845601001,2567,พัฒนาระบบตรวจจับการฟอกเงิน โดยใช้เทคนิค Machine Learning วิเคราะห์ธุรกรรมทางการเงิน พฤติกรรมของบุคคล และข้อมูลอื่นๆ ที่เกี่ยวข้อง ช่วยหน่วยงานภาครัฐป้องกันและปราบปรามการฟอกเงิน,48,true
6324650037,การวิเคราะห์ความพึงพอใจของลูกค้าด้วยเทคนิคการวิเคราะห์ข้อมูล,2845601002,2567,วิเคราะห์ข้อมูลความพึงพอใจของลูกค้าจากแบบสอบถาม รีวิว และช่องทางอื่นๆ โดยใช้เทคนิคการวิเคราะห์ข้อมูล ระบุจุดแข็ง จุดอ่อน และโอกาสในการพัฒนาสินค้าและบริการ ช่วยให้ธุรกิจเข้าใจความต้องการของลูกค้าได้ดีขึ้น,53,true
6324650038,การพัฒนาระบบแนะนำสินค้าสำหรับร้านค้าออนไลน์,2845601003,2567,พัฒนาระบบแนะนำสินค้าที่เหมาะสมกับความต้องการของลูกค้าแต่ละคน โดยใช้เทคนิคการวิเคราะห์ข้อมูล Machine Learning ช่วยเพิ่มยอดขาย ลดต้นทุนสินค้าคงคลัง และสร้างประสบการณ์การช้อปปิ้งที่ดีให้กับลูกค้า,42,true
6324650039,การวิเคราะห์สภาพอากาศด้วย Machine Learning,2845601004,2567,วิเคราะห์ข้อมูลสภาพอากาศ ดาวเทียม และปัจจัยทางธรรมชาติอื่นๆ โดยใช้ Machine Learning คาดการณ์สภาพอากาศ แจ้งเตือนภัยพิบัติทางธรรมชาติ และช่วยวางแผนรับมือกับภัยพิบัติได้อย่างมีประสิทธิภาพ,67,true
6324650040,การพัฒนาระบบตรวจจับมัลแวร์ด้วย Machine Learning และ Deep Learning,2845601005,2567,พัฒนาระบบตรวจจับมัลแวร์ในระบบคอมพิวเตอร์ โดยใช้เทคนิค Machine Learning Deep Learning ป้องกันระบบคอมพิวเตอร์จากภัยคุกคามทางไซเบอร์ รักษาความปลอดภัยข้อมูล และป้องกันความเสียหายทางการเงิน,85,true
